기준_년분기_코드,업종,상권_코드,남성_매출_건수,여성_매출_건수
20212,서비스업,동대문구,2811587,2020032
20212,서비스업,동작구,3335023,2879667
20212,서비스업,마포구,2467077,2569138
20212,서비스업,서대문구,2162733,1899082
20212,서비스업,서초구,1662590,1525881
20212,서비스업,성동구,4067643,1796665
20212,서비스업,성북구,3799440,3709955
20212,서비스업,송파구,3963887,3193371
20212,서비스업,양천구,2887873,2278786
20212,서비스업,영등포구,3180081,2350981
20212,서비스업,용산구,1444742,1352741
20212,서비스업,은평구,4142750,3120698
20212,서비스업,종로구,781945,624758
20212,서비스업,중구,845371,757505
20212,서비스업,중랑구,4862229,3851939
20212,판매업,강남구,23064696,19478005
20212,판매업,강동구,16293105,14187734
20212,판매업,강북구,14463376,12668063
20212,판매업,강서구,22159210,19656811
20212,판매업,관악구,23149813,19323575
20212,판매업,광진구,19224783,15785310
20212,판매업,구로구,16804159,13366059
20212,판매업,금천구,15084759,13301886
20212,판매업,노원구,7975620,6864775
20212,판매업,도봉구,10050856,8781289
20212,판매업,동대문구,21537305,18065065
20212,판매업,동작구,14364628,13264602
20212,판매업,마포구,17521023,17847757
20212,판매업,서대문구,11136284,10591114
20212,판매업,서초구,8270894,7626154
20212,판매업,성동구,21866859,27864878
20212,판매업,성북구,14367737,13184525
20212,판매업,송파구,17869221,15361111
20212,판매업,양천구,10846733,9240991
20212,판매업,영등포구,23553412,19440933
20212,판매업,용산구,12112175,10537631
20212,판매업,은평구,16983340,15923194
20212,판매업,종로구,9202949,7204720
20212,판매업,중구,6728572,5617006
20212,판매업,중랑구,20368006,19113693
20213,요식업,강남구,11195579,10373200
20213,요식업,강동구,8195930,6562241
20213,요식업,강북구,5562202,4575942
20213,요식업,강서구,8619872,7529602
20213,요식업,관악구,10723108,8238785
20213,요식업,광진구,7135045,5816213
20213,요식업,구로구,6171644,5063477
20213,요식업,금천구,3818602,2954881
20213,요식업,노원구,4497262,3696689
20213,요식업,도봉구,3545943,3035102
20213,요식업,동대문구,7563146,5866366
20213,요식업,동작구,6683706,6113411
20213,요식업,마포구,9071101,9610189
20213,요식업,서대문구,5667671,5639826
20213,요식업,서초구,5574683,5012028
20213,요식업,성동구,5636611,4293305
20213,요식업,성북구,7717063,7477072
20213,요식업,송파구,8035376,6948950
20213,요식업,양천구,4755957,3865771
20213,요식업,영등포구,8280378,6612451
20213,요식업,용산구,6320635,6226214
20213,요식업,은평구,6612722,6446561
20213,요식업,종로구,4750549,5291650
20213,요식업,중구,3672499,3216620
20213,요식업,중랑구,7898912,6497177
20213,서비스업,강남구,2328847,2248087
20213,서비스업,강동구,3529395,2702772
20213,서비스업,강북구,2883812,2347120
20213,서비스업,강서구,4453816,3598064
20213,서비스업,관악구,6031652,4112008
20213,서비스업,광진구,3451853,2785441
20213,서비스업,구로구,3204217,2581138
20213,서비스업,금천구,2552181,2076611
20213,서비스업,노원구,1853219,1367025
20213,서비스업,도봉구,2070231,1835720
20213,서비스업,동대문구,2670508,1912594
20213,서비스업,동작구,3228817,2867534
20213,서비스업,마포구,2405936,2457228
20213,서비스업,서대문구,2050568,1770409
20213,서비스업,서초구,1656729,1473596
20213,서비스업,성동구,3509869,1666394
20213,서비스업,성북구,3655909,3541981
20213,서비스업,송파구,3651356,3072422
20213,서비스업,양천구,2772478,2160895
20213,서비스업,영등포구,2818062,2253907
20213,서비스업,용산구,1344238,1272792
20213,서비스업,은평구,3936566,3073821
20213,서비스업,종로구,738910,608074
20213,서비스업,중구,790530,719221
20213,서비스업,중랑구,4675662,3688101
20213,판매업,강남구,23765243,19557594
20213,판매업,강동구,17360906,14760899
20213,판매업,강북구,15580032,13077495
20213,판매업,강서구,23492059,20494892
20213,판매업,관악구,24834891,20258491
20213,판매업,광진구,20278302,15979456
20213,판매업,구로구,17809779,13584047
20213,판매업,금천구,16617806,14943973
20213,판매업,노원구,8633613,7293755
20213,판매업,도봉구,10794814,9135685
20213,판매업,동대문구,23526991,19589908
20213,판매업,동작구,14850975,13446042
20213,판매업,마포구,18040408,17917919
20213,판매업,서대문구,11831616,10898176
20213,판매업,서초구,8429768,7459509
20213,판매업,성동구,23604825,26739863
20213,판매업,성북구,14749177,13072317
20213,판매업,송파구,18223743,14900289
20213,판매업,양천구,11738476,9533377
20213,판매업,영등포구,24780525,19555430
20213,판매업,용산구,12073150,10193998
20213,판매업,은평구,18010960,16325491
20213,판매업,종로구,8891442,6917850
20213,판매업,중구,6955200,5591607
20213,판매업,중랑구,21762810,20017583
20214,요식업,강남구,12221748,11531718
20214,요식업,강동구,8564874,6742588
20214,요식업,강북구,5794162,4733119
20214,요식업,강서구,9201941,7852876
20214,요식업,관악구,11457520,8896603
20214,요식업,광진구,7829712,6459974
20214,요식업,구로구,6475574,5249127
20214,요식업,금천구,4139182,3172588
20214,요식업,노원구,4816395,4017987
20214,요식업,도봉구,3683491,3147929
20214,요식업,동대문구,8152617,6418216
20214,요식업,동작구,7089205,6558045
20214,요식업,마포구,9881107,10831713
20214,요식업,서대문구,6096215,6140261
20214,요식업,서초구,6032767,5370254
20214,요식업,성동구,6109720,4812569
20214,요식업,성북구,8260910,8236943
20214,요식업,송파구,8533060,7374382
20214,요식업,양천구,5065361,4074447
20214,요식업,영등포구,8750692,6917796
20214,요식업,용산구,7530170,7435937
20214,요식업,은평구,6854212,6660746
20214,요식업,종로구,5339795,6133346
20214,요식업,중구,4016610,3624188
20214,요식업,중랑구,8295785,6801642
20214,서비스업,강남구,2496834,2417591
20214,서비스업,강동구,3765553,3000141
20214,서비스업,강북구,3015108,2578894
20214,서비스업,강서구,4874111,3996819
20214,서비스업,관악구,6574528,4518379
20214,서비스업,광진구,3650373,3078578
20214,서비스업,구로구,3477270,2891783
20214,서비스업,금천구,2737592,2264764
20214,서비스업,노원구,2075216,1664690
20214,서비스업,도봉구,2241002,2080103
20214,서비스업,동대문구,2814085,2064330
20214,서비스업,동작구,3400166,3102788
20214,서비스업,마포구,2573150,2717489
20214,서비스업,서대문구,2319582,1992240
20214,서비스업,서초구,1776953,1655382
20214,서비스업,성동구,3764829,1749247
20214,서비스업,성북구,4070598,3913527
20214,서비스업,송파구,3818235,3278729
20214,서비스업,양천구,2965063,2397744
20214,서비스업,영등포구,3130215,2516574
20214,서비스업,용산구,1497363,1419414
20214,서비스업,은평구,4112533,3425814
20214,서비스업,종로구,812607,658287
20214,서비스업,중구,857339,814627
20214,서비스업,중랑구,4885679,3963660
20214,판매업,강남구,23181304,19070603
20214,판매업,강동구,16862503,14938698
20214,판매업,강북구,14561828,12779277
20214,판매업,강서구,22713439,20268602
20214,판매업,관악구,23960364,20237306
20214,판매업,광진구,19385706,15874797
20214,판매업,구로구,17028189,13532621
20214,판매업,금천구,16284274,14710591
20214,판매업,노원구,8500613,7240954
20214,판매업,도봉구,10253744,9056594
20214,판매업,동대문구,23226082,20685152
20214,판매업,동작구,14458820,13448847
20214,판매업,마포구,17748837,18043457
20214,판매업,서대문구,11578052,11105755
20214,판매업,서초구,8368678,7425576
20214,판매업,성동구,21749592,26844815
20214,판매업,성북구,14653180,13549790
20214,판매업,송파구,17774906,14767617
20214,판매업,양천구,11284111,9345074
20214,판매업,영등포구,23709050,19661693
20214,판매업,용산구,12294450,10589497
20214,판매업,은평구,17541872,16071246
20214,판매업,종로구,8980417,7355484
20214,판매업,중구,6877553,5731419
20214,판매업,중랑구,20330738,19273737
20221,요식업,강남구,10989203,10193732
20221,요식업,강동구,7735571,6091088
20221,요식업,강북구,5294315,4268176
20221,요식업,강서구,8580984,7145373
20221,요식업,관악구,10373674,8179498
20221,요식업,광진구,6995427,5687047
20221,요식업,구로구,5801355,4603290
20221,요식업,금천구,3724188,2899003
20221,요식업,노원구,4402211,3677420
20221,요식업,도봉구,3284408,2770482
20221,요식업,동대문구,7216680,5533124
20221,요식업,동작구,6452380,5734887
20221,요식업,마포구,8777799,9585899
20221,요식업,서대문구,5444222,5478199
20221,요식업,서초구,5362364,4712288
20221,요식업,성동구,5489547,4247392
20221,요식업,성북구,7331865,7219860
20221,요식업,송파구,7921002,6611524
20221,요식업,양천구,4633105,3727257
20221,요식업,영등포구,7862243,6114171
20221,요식업,용산구,6337379,6166129
20221,요식업,은평구,6205070,6054059
20221,요식업,종로구,4769173,5230024
20221,요식업,중구,3686026,3281267
20221,요식업,중랑구,7345456,6020727
20221,서비스업,강남구,2424761,2335055
20221,서비스업,강동구,3611251,2870355
20221,서비스업,강북구,2813936,2448347
20221,서비스업,강서구,4627453,3903609
20221,서비스업,관악구,5970682,4322940
20221,서비스업,광진구,3280919,2936170
20221,서비스업,구로구,3368336,2931223
20221,서비스업,금천구,2611716,2127075
20221,서비스업,노원구,2145081,1799087
20221,서비스업,도봉구,2082773,1966059
20221,서비스업,동대문구,2597775,1977721
20221,서비스업,동작구,3232022,3044010
20221,서비스업,마포구,2501800,2644184
20221,서비스업,서대문구,2243193,2048654
20221,서비스업,서초구,1706463,1617402
20221,서비스업,성동구,3596653,1814193
20221,서비스업,성북구,3800989,3855842
20221,서비스업,송파구,3717704,3321319
20221,서비스업,양천구,2768274,2331541
20221,서비스업,영등포구,2927435,2436504
20221,서비스업,용산구,1466957,1457004
20221,서비스업,은평구,3900739,3220508
20221,서비스업,종로구,742791,629977
20221,서비스업,중구,826674,793479
20221,서비스업,중랑구,4500383,3745636
20221,판매업,강남구,21997457,18207331
20221,판매업,강동구,16272887,14585059
20221,판매업,강북구,14465360,12762666
20221,판매업,강서구,21942713,19856730
20221,판매업,관악구,23169917,19703916
20221,판매업,광진구,18478535,15257274
20221,판매업,구로구,16660147,13386115
20221,판매업,금천구,16142679,15021937
20221,판매업,노원구,8143460,7031904
20221,판매업,도봉구,10064598,8891000
20221,판매업,동대문구,21989288,19491397
20221,판매업,동작구,14336082,13693064
20221,판매업,마포구,16715303,17088423
20221,판매업,서대문구,10674165,10474278
20221,판매업,서초구,8642381,7760636
20221,판매업,성동구,22981111,27074642
20221,판매업,성북구,14101488,12893968
20221,판매업,송파구,16802229,13909374
20221,판매업,양천구,11051530,9342708
20221,판매업,영등포구,23221803,19246139
20221,판매업,용산구,11233236,9707620
20221,판매업,은평구,16779259,15577881
20221,판매업,종로구,8058782,6281854
20221,판매업,중구,6405987,5305865
20221,판매업,중랑구,19906932,18917091
20222,요식업,강남구,13722344,13058836
20222,요식업,강동구,9460624,7588800
20222,요식업,강북구,6776852,5676949
20222,요식업,강서구,10479835,8975376
20222,요식업,관악구,12816072,10214860
20222,요식업,광진구,8987592,7575129
20222,요식업,구로구,7097140,5783955
20222,요식업,금천구,4613554,3675723
20222,요식업,노원구,5767224,4961792
20222,요식업,도봉구,4052449,3560386
20222,요식업,동대문구,9313972,7475041
20222,요식업,동작구,7966306,7379746
20222,요식업,마포구,11423605,12797457
20222,요식업,서대문구,7028858,7444505
20222,요식업,서초구,6781376,6218907
20222,요식업,성동구,6788102,5542329
20222,요식업,성북구,9482195,9807565
20222,요식업,송파구,9649295,8255726
20222,요식업,양천구,5728755,4672688
20222,요식업,영등포구,9657061,7711418
20222,요식업,용산구,9586082,9251364
20222,요식업,은평구,7667955,7503523
20222,요식업,종로구,6310426,7208370
20222,요식업,중구,4577096,4199840
20222,요식업,중랑구,9217319,7744697
20222,서비스업,강남구,2633022,2561746
20222,서비스업,강동구,3932852,3151787
20222,서비스업,강북구,3307151,2726604
20222,서비스업,강서구,5108188,4098236
20222,서비스업,관악구,6756988,4769072
20222,서비스업,광진구,3714850,3283034
20222,서비스업,구로구,3808430,3041150
20222,서비스업,금천구,3085165,2394018
20222,서비스업,노원구,2347891,1870119
20222,서비스업,도봉구,2279152,2142850
20222,서비스업,동대문구,3171430,2265644
20222,서비스업,동작구,3656582,3321889
20222,서비스업,마포구,2818447,2912423
20222,서비스업,서대문구,2497953,2231484
20222,서비스업,서초구,1936728,1828621
20222,서비스업,성동구,4066621,1940890
20222,서비스업,성북구,4545961,4331584
20222,서비스업,송파구,4043263,3553532
20222,서비스업,양천구,3093615,2541379
20222,서비스업,영등포구,3202872,2650900
20222,서비스업,용산구,1615457,1537221
20222,서비스업,은평구,4421080,3611527
20222,서비스업,종로구,845284,703452
20222,서비스업,중구,976715,887087
20222,서비스업,중랑구,5070973,4190220
20222,판매업,강남구,25194109,20779624
20222,판매업,강동구,18084037,15872626
20222,판매업,강북구,15811813,14188469
20222,판매업,강서구,23510131,20984211
20222,판매업,관악구,25305213,21450651
20222,판매업,광진구,20712241,16979771
20222,판매업,구로구,17609048,14314398
20222,판매업,금천구,16324640,14784470
20222,판매업,노원구,8858456,7512160
20222,판매업,도봉구,10647243,9329187
20222,판매업,동대문구,24811978,22105394
20222,판매업,동작구,15326657,14646444
20222,판매업,마포구,18677452,19402875
20222,판매업,서대문구,11787512,11454497
20222,판매업,서초구,10245976,9105985
20222,판매업,성동구,20927361,23532469
20222,판매업,성북구,16232504,15146895
20222,판매업,송파구,18505243,15263213
20222,판매업,양천구,12141555,10036604
20222,판매업,영등포구,25164947,21591854
20222,판매업,용산구,14125236,11741273
20222,판매업,은평구,18404688,16914294
20222,판매업,종로구,9947989,8114619
20222,판매업,중구,7458437,6254600
20222,판매업,중랑구,21362400,20589176
20223,요식업,강남구,14281067,13733624
20223,요식업,강동구,9768669,7679875
20223,요식업,강북구,6860987,5611489
20223,요식업,강서구,10513122,8952982
20223,요식업,관악구,12972966,10183696
20223,요식업,광진구,8967044,7577740
20223,요식업,구로구,7219681,5829253
20223,요식업,금천구,4732908,3734561
20223,요식업,노원구,5746211,4906439
20223,요식업,도봉구,4231150,3786242
20223,요식업,동대문구,9196473,7306336
20223,요식업,동작구,8012850,7571422
20223,요식업,마포구,11421073,12903876
20223,요식업,서대문구,6933628,7209399
20223,요식업,서초구,6503717,6017901
20223,요식업,성동구,6708635,5542480
20223,요식업,성북구,9247526,9579056
20223,요식업,송파구,9644153,8205063
20223,요식업,양천구,5803126,4696822
20223,요식업,영등포구,9882440,7849573
20223,요식업,용산구,9520376,8956397
20223,요식업,은평구,7857861,7601460
20223,요식업,종로구,6068868,6861993
20223,요식업,중구,4514549,4148187
20223,요식업,중랑구,9258499,7642586
20223,서비스업,강남구,2799220,2661523
20223,서비스업,강동구,4259794,3275323
20223,서비스업,강북구,3499171,2847352
20223,서비스업,강서구,5286092,4241689
20223,서비스업,관악구,7088899,5070209
20223,서비스업,광진구,3846908,3413799
20223,서비스업,구로구,3921369,3155925
20223,서비스업,금천구,3046221,2529449
20223,서비스업,노원구,2258686,1840283
20223,서비스업,도봉구,2350106,2240336
20223,서비스업,동대문구,3312146,2338023
20223,서비스업,동작구,3904832,3461184
20223,서비스업,마포구,2837105,3041245
20223,서비스업,서대문구,2639991,2399791
20223,서비스업,서초구,1913294,1859670
20223,서비스업,성동구,4055409,2044424
20223,서비스업,성북구,4594528,4478173
20223,서비스업,송파구,4108824,3570073
20223,서비스업,양천구,3365244,2650390
20223,서비스업,영등포구,3299948,2711235
20223,서비스업,용산구,1573661,1574298
20223,서비스업,은평구,4555907,3760109
20223,서비스업,종로구,860306,726808
20223,서비스업,중구,1015209,918371
20223,서비스업,중랑구,5369506,4289662
20223,판매업,강남구,26017418,21524498
20223,판매업,강동구,18958551,16391438
20223,판매업,강북구,16893209,14759437
20223,판매업,강서구,24588740,21727570
20223,판매업,관악구,26098304,21651042
20223,판매업,광진구,21444478,17459113
20223,판매업,구로구,18432850,14938067
20223,판매업,금천구,17158334,15394463
20223,판매업,노원구,9206710,7736460
20223,판매업,도봉구,10878304,9543976
20223,판매업,동대문구,25513376,22252092
20223,판매업,동작구,15729318,15126148
20223,판매업,마포구,19370772,20255270
20223,판매업,서대문구,12088526,11985661
20223,판매업,서초구,10201759,9132661
20223,판매업,성동구,20239963,21048593
20223,판매업,성북구,16760003,15466737
20223,판매업,송파구,18726172,15214280
20223,판매업,양천구,12634511,10486645
20223,판매업,영등포구,25956592,22183764
20223,판매업,용산구,15270232,12465099
20223,판매업,은평구,18661899,16785668
20223,판매업,종로구,9467407,7667868
20223,판매업,중구,7766703,6466269
20223,판매업,중랑구,21754454,20509182
20224,요식업,강남구,14071901,13274620
20224,요식업,강동구,9613497,7552052
20224,요식업,강북구,6750309,5624752
20224,요식업,강서구,10391238,8683339
20224,요식업,관악구,13001227,10155066
20224,요식업,광진구,9126228,7721814
20224,요식업,구로구,7215667,5967453
20224,요식업,금천구,4795142,3700794
20224,요식업,노원구,5839705,4969458
20224,요식업,도봉구,4186562,3798031
20224,요식업,동대문구,9577635,7901505
20224,요식업,동작구,8299271,7835925
20224,요식업,마포구,11422530,13076633
20224,요식업,서대문구,7196992,7707405
20224,요식업,서초구,6544604,5997752
20224,요식업,성동구,6853121,5685927
20224,요식업,성북구,9697400,10402849
20224,요식업,송파구,9782608,8271824
20224,요식업,양천구,5646099,4451841
20224,요식업,영등포구,9856863,7653660
20224,요식업,용산구,8423714,8390480
20224,요식업,은평구,7859197,7490981
20224,요식업,종로구,6151123,7089343
20224,요식업,중구,4559437,4357852
20224,요식업,중랑구,9208232,7525316
20224,서비스업,강남구,2758951,2676449
20224,서비스업,강동구,4268707,3379684
20224,서비스업,강북구,3561432,2981248
20224,서비스업,강서구,5399565,4448010
20224,서비스업,관악구,7260063,5221319
20224,서비스업,광진구,4093226,3612337
20224,서비스업,구로구,3989955,3349077
20224,서비스업,금천구,3084221,2646775
20224,서비스업,노원구,2262885,1972215
20224,서비스업,도봉구,2425939,2343671
20224,서비스업,동대문구,3354301,2469063
20224,서비스업,동작구,3988276,3694708
20224,서비스업,마포구,2844556,3103820
20224,서비스업,서대문구,2681458,2521464
20224,서비스업,서초구,1992200,1898953
20224,서비스업,성동구,4141295,2135003
20224,서비스업,성북구,4669797,4658351
20224,서비스업,송파구,4282943,3819800
20224,서비스업,양천구,3405769,2791542
20224,서비스업,영등포구,3299229,2754427
20224,서비스업,용산구,1555424,1555523
20224,서비스업,은평구,4492196,3907870
20224,서비스업,종로구,920912,744580
20224,서비스업,중구,1016093,937416
20224,서비스업,중랑구,5474328,4534668
20224,판매업,강남구,25031162,21021738
20224,판매업,강동구,18243155,16148607
20224,판매업,강북구,16339342,14707305
20224,판매업,강서구,23704178,21302360
20224,판매업,관악구,25301053,21608505
20224,판매업,광진구,20844330,17155167
20224,판매업,구로구,17943137,14818045
20224,판매업,금천구,16876757,15184258
20224,판매업,노원구,8859332,7703261
20224,판매업,도봉구,10539631,9460798
20224,판매업,동대문구,25533713,22749446
20224,판매업,동작구,15554037,15230975
20224,판매업,마포구,18523651,19567976
20224,판매업,서대문구,11978646,12468952
20224,판매업,서초구,9828548,8891031
20224,판매업,성동구,18998469,20408092
20224,판매업,성북구,16511237,16028986
20224,판매업,송파구,18234667,14935318
20224,판매업,양천구,12281205,10493380
20224,판매업,영등포구,26034662,23807785
20224,판매업,용산구,13526572,11327632
20224,판매업,은평구,17784298,16621503
20224,판매업,종로구,9456403,8133713
20224,판매업,중구,7537673,6544785
20224,판매업,중랑구,20788499,19790663
20231,요식업,강남구,14020477,13193159
20231,요식업,강동구,9421099,7244890
20231,요식업,강북구,6482698,5332953
20231,요식업,강서구,10044738,8325762
20231,요식업,관악구,12481427,9825393
20231,요식업,광진구,8499470,7002256
20231,요식업,구로구,7068249,5623431
20231,요식업,금천구,4707000,3612152
20231,요식업,노원구,5593077,4641937
20231,요식업,도봉구,4101292,3583110
20231,요식업,동대문구,8925450,7091996
20231,요식업,동작구,7853586,7385780
20231,요식업,마포구,10874373,12251606
20231,요식업,서대문구,6838743,7072765
20231,요식업,서초구,6411999,5732724
20231,요식업,성동구,6524287,5380043
20231,요식업,성북구,9071464,9300547
20231,요식업,송파구,9702776,8060398
20231,요식업,양천구,5519577,4372497
20231,요식업,영등포구,9602717,7426826
20231,요식업,용산구,7953058,7534847
20231,요식업,은평구,7624174,7315611
20231,요식업,종로구,5783727,6668962
20231,요식업,중구,4399031,4065258
20231,요식업,중랑구,8852782,7112478
20231,서비스업,강남구,2474906,2491527
20231,서비스업,강동구,4256897,3250636
20231,서비스업,강북구,3512507,2865192
20231,서비스업,강서구,5171544,4197931
20231,서비스업,관악구,7063298,4908436
20231,서비스업,광진구,4009796,3316277
20231,서비스업,구로구,3765217,3110089
20231,서비스업,금천구,3108347,2500451
20231,서비스업,노원구,2181685,1834994
20231,서비스업,도봉구,2320287,2172312
20231,서비스업,동대문구,3266425,2407103
20231,서비스업,동작구,3890674,3440548
20231,서비스업,마포구,2699818,2889634
20231,서비스업,서대문구,2576700,2329463
20231,서비스업,서초구,1875769,1802293
20231,서비스업,성동구,4221468,2091257
20231,서비스업,성북구,4454915,4261948
20231,서비스업,송파구,4084996,3573704
20231,서비스업,양천구,2887347,2577449
20231,서비스업,영등포구,3176942,2660458
20231,서비스업,용산구,1453547,1435435
20231,서비스업,은평구,4358946,3667403
20231,서비스업,종로구,924226,721893
20231,서비스업,중구,968940,886352
20231,서비스업,중랑구,5164324,4311919
20231,판매업,강남구,24051323,19882750
20231,판매업,강동구,17488433,15280700
20231,판매업,강북구,15934764,13822551
20231,판매업,강서구,22620491,20126675
20231,판매업,관악구,23713318,20472304
20231,판매업,광진구,19513915,16139769
20231,판매업,구로구,17352539,14016487
20231,판매업,금천구,16256564,14688138
20231,판매업,노원구,8565703,7609184
20231,판매업,도봉구,9993002,8959616
20231,판매업,동대문구,24823888,21781760
20231,판매업,동작구,14951377,14760340
20231,판매업,마포구,17559876,18173382
20231,판매업,서대문구,11918570,12142490
20231,판매업,서초구,9225720,8085899
20231,판매업,성동구,19643678,20665891
20231,판매업,성북구,15353738,14506645
20231,판매업,송파구,17131070,14074073
20231,판매업,양천구,11737956,10032016
20231,판매업,영등포구,24970721,22329975
20231,판매업,용산구,12218137,10121757
20231,판매업,은평구,17238724,15777405
20231,판매업,종로구,8918666,7593194
20231,판매업,중구,7036366,6031514
20231,판매업,중랑구,20173673,19565889
20232,요식업,강남구,14327683,13701133
20232,요식업,강동구,10122712,7995822
20232,요식업,강북구,7108570,6076082
20232,요식업,강서구,10973657,9316631
20232,요식업,관악구,13492407,10936092
20232,요식업,광진구,9463169,8195754
20232,요식업,구로구,7595309,6171000
20232,요식업,금천구,5076446,4019787
20232,요식업,노원구,6284202,5514712
20232,요식업,도봉구,4557738,4049729
20232,요식업,동대문구,10163521,8597962
20232,요식업,동작구,8731339,8476134
20232,요식업,마포구,11777860,13757159
20232,요식업,서대문구,7661278,8305648
20232,요식업,서초구,6930318,6387282
20232,요식업,성동구,6873760,5869837
20232,요식업,성북구,10165612,11124290
20232,요식업,송파구,10401632,8957197
20232,요식업,양천구,6046582,4968855
20232,요식업,영등포구,10321118,8136288
20232,요식업,용산구,8909769,9198133
20232,요식업,은평구,8475873,8441775
20232,요식업,종로구,6436412,7775737
20232,요식업,중구,4790472,4688030
20232,요식업,중랑구,9759543,8128649
20232,서비스업,강남구,2628379,2718296
20232,서비스업,강동구,4344799,3558697
20232,서비스업,강북구,3610000,3113299
20232,서비스업,강서구,5353497,4600320
20232,서비스업,관악구,7340367,5521219
20232,서비스업,광진구,4392599,3744634
20232,서비스업,구로구,4027552,3566837
20232,서비스업,금천구,3268391,2762726
20232,서비스업,노원구,2435361,2086810
20232,서비스업,도봉구,2342548,2342048
20232,서비스업,동대문구,3486128,2657317
20232,서비스업,동작구,4005720,3794041
20232,서비스업,마포구,2908539,3294435
20232,서비스업,서대문구,3120810,2761174
20232,서비스업,서초구,2029608,2047301
20232,서비스업,성동구,4243092,2266159
20232,서비스업,성북구,4674444,4987331
20232,서비스업,송파구,4316913,3911819
20232,서비스업,양천구,3032283,2826112
20232,서비스업,영등포구,3453663,2953009
20232,서비스업,용산구,1500763,1561016
20232,서비스업,은평구,4326116,3971204
20232,서비스업,종로구,965132,810293
20232,서비스업,중구,1037877,996842
20232,서비스업,중랑구,5313364,4678639
20232,판매업,강남구,25784408,21601520
20232,판매업,강동구,19348209,16819545
20232,판매업,강북구,17370319,15298807
20232,판매업,강서구,24567050,22476122
20232,판매업,관악구,25697519,22372990
20232,판매업,광진구,21621117,18541027
20232,판매업,구로구,18943501,15722926
20232,판매업,금천구,16855258,15181844
20232,판매업,노원구,9550211,8585828
20232,판매업,도봉구,10800007,9703047
20232,판매업,동대문구,28089192,25680084
20232,판매업,동작구,16410960,16440334
20232,판매업,마포구,19378700,20491934
20232,판매업,서대문구,13395615,14041666
20232,판매업,서초구,10331720,9295749
20232,판매업,성동구,20196981,22323780
20232,판매업,성북구,17376709,16960685
20232,판매업,송파구,19047989,16151639
20232,판매업,양천구,12927576,11170672
20232,판매업,영등포구,27361000,24750348
20232,판매업,용산구,13909694,11821050
20232,판매업,은평구,18856254,17438234
20232,판매업,종로구,9965189,8816662
20232,판매업,중구,7697690,6841296
20232,판매업,중랑구,22293753,21801613
20233,요식업,강남구,14188929,13564462
20233,요식업,강동구,9965695,7811536
20233,요식업,강북구,7050259,5906768
20233,요식업,강서구,10968924,9096028
20233,요식업,관악구,13043697,10479721
20233,요식업,광진구,8991878,7723020
20233,요식업,구로구,7407403,6075276
20233,요식업,금천구,4961234,3965446
20233,요식업,노원구,6033391,5239707
20233,요식업,도봉구,4591255,3999351
20233,요식업,동대문구,9278151,7519292
20233,요식업,동작구,8312154,8038234
20233,요식업,마포구,11542782,13251853
20233,요식업,서대문구,7272073,7635210
20233,요식업,서초구,6704181,6065557
20233,요식업,성동구,6541797,5590883
20233,요식업,성북구,9602554,10009354
20233,요식업,송파구,9982467,8376334
20233,요식업,양천구,6033719,4934485
20233,요식업,영등포구,10116571,7973173
20233,요식업,용산구,8677718,8210775
20233,요식업,은평구,8423788,8116527
20233,요식업,종로구,5995249,7056422
20233,요식업,중구,4532947,4308733
20233,요식업,중랑구,9605551,7785456
20233,서비스업,강남구,2694342,2726813
20233,서비스업,강동구,4033439,3337852
20233,서비스업,강북구,3520683,3026092
20233,서비스업,강서구,5312828,4349507
20233,서비스업,관악구,7102931,5164324
20233,서비스업,광진구,4260456,3566002
20233,서비스업,구로구,3924886,3345461
20233,서비스업,금천구,3056103,2635078
20233,서비스업,노원구,2390164,2058233
20233,서비스업,도봉구,2265313,2294378
20233,서비스업,동대문구,3199012,2484026
20233,서비스업,동작구,3763510,3549215
20233,서비스업,마포구,2822723,3196356
20233,서비스업,서대문구,3205703,2700936
20233,서비스업,서초구,1686065,1784210
20233,서비스업,성동구,3933086,2159983
20233,서비스업,성북구,4270168,4529671
20233,서비스업,송파구,4187870,3771537
20233,서비스업,양천구,3071116,2693946
20233,서비스업,영등포구,3294338,2861346
20233,서비스업,용산구,1220772,1353751
20233,서비스업,은평구,4064989,3766723
20233,서비스업,종로구,901155,795851
20233,서비스업,중구,1023102,998751
20233,서비스업,중랑구,5278689,4402851
20233,판매업,강남구,25907799,21513599
20233,판매업,강동구,19568361,16940815
20233,판매업,강북구,17645294,15228590
20233,판매업,강서구,24634033,21891888
20233,판매업,관악구,25446390,21554392
20233,판매업,광진구,21545484,18296000
20233,판매업,구로구,18953672,15817032
20233,판매업,금천구,17195921,15704611
20233,판매업,노원구,9365103,8348267
20233,판매업,도봉구,10830912,9839186
20233,판매업,동대문구,27751330,24596285
20233,판매업,동작구,15837370,15705284
20233,판매업,마포구,19583344,20579525
20233,판매업,서대문구,13364007,13862342
20233,판매업,서초구,9899718,8808398
20233,판매업,성동구,20328863,21051572
20233,판매업,성북구,16848722,15846321
20233,판매업,송파구,18514475,15366894
20233,판매업,양천구,13084750,11293345
20233,판매업,영등포구,27507709,24753311
20233,판매업,용산구,13983460,11436620
20233,판매업,은평구,19028841,17253046
20233,판매업,종로구,9650862,8191010
20233,판매업,중구,7651152,6518253
20233,판매업,중랑구,21839998,20431448
20234,요식업,강남구,13049362,12057277
20234,요식업,강동구,8963549,6873987
20234,요식업,강북구,6556578,5483943
