기준_년분기_코드,업종,상권_코드,총 매출
20214,요식업,서대문구,273732061945
20214,요식업,서초구,297731752479
20214,요식업,성동구,248041960237
20214,요식업,성북구,307428913742
20214,요식업,송파구,385562312792
20214,요식업,양천구,180768267890
20214,요식업,영등포구,359628987090
20214,요식업,용산구,422935339941
20214,요식업,은평구,289795347967
20214,요식업,종로구,264498506684
20214,요식업,중구,176756117353
20214,요식업,중랑구,353152926047
20214,서비스업,강남구,614383220309
20214,서비스업,강동구,283002484714
20214,서비스업,강북구,211640380797
20214,서비스업,강서구,357033268968
20214,서비스업,관악구,355251140856
20214,서비스업,광진구,249678388607
20214,서비스업,구로구,199580705312
20214,서비스업,금천구,181513799077
20214,서비스업,노원구,128832716575
20214,서비스업,도봉구,138309179674
20214,서비스업,동대문구,204477233200
20214,서비스업,동작구,251029413787
20214,서비스업,마포구,265506483282
20214,서비스업,서대문구,176509458273
20214,서비스업,서초구,254557049637
20214,서비스업,성동구,139060460365
20214,서비스업,성북구,259577408952
20214,서비스업,송파구,365928224800
20214,서비스업,양천구,238316249504
20214,서비스업,영등포구,231157866531
20214,서비스업,용산구,115357276008
20214,서비스업,은평구,281454250585
20214,서비스업,종로구,70168928331
20214,서비스업,중구,67730228013
20214,서비스업,중랑구,281076580595
20214,판매업,강남구,1321618607946
20214,판매업,강동구,619523943079
20214,판매업,강북구,507756600415
20214,판매업,강서구,707810472416
20214,판매업,관악구,738506846016
20214,판매업,광진구,652401210778
20214,판매업,구로구,552788200568
20214,판매업,금천구,1053779422551
20214,판매업,노원구,253184329524
20214,판매업,도봉구,383633216624
20214,판매업,동대문구,1222322141156
20214,판매업,동작구,456886564770
20214,판매업,마포구,661800975807
20214,판매업,서대문구,438048400039
20214,판매업,서초구,524027195940
20214,판매업,성동구,441970352500
20214,판매업,성북구,426910263916
20214,판매업,송파구,764414385101
20214,판매업,양천구,344316042563
20214,판매업,영등포구,1101299063532
20214,판매업,용산구,813234139374
20214,판매업,은평구,556280919035
20214,판매업,종로구,396460415723
20214,판매업,중구,330024837894
20214,판매업,중랑구,738109494782
20221,요식업,강남구,593888234085
20221,요식업,강동구,284391060040
20221,요식업,강북구,220913564641
20221,요식업,강서구,305038224393
20221,요식업,관악구,336846058162
20221,요식업,광진구,279361105901
20221,요식업,구로구,192670104313
20221,요식업,금천구,159027103446
20221,요식업,노원구,181144525437
20221,요식업,도봉구,118357509478
20221,요식업,동대문구,262135121086
20221,요식업,동작구,227680657181
20221,요식업,마포구,393894985735
20221,요식업,서대문구,235910030648
20221,요식업,서초구,249900745879
20221,요식업,성동구,217915196162
20221,요식업,성북구,266143410448
20221,요식업,송파구,336930718907
20221,요식업,양천구,159448102557
20221,요식업,영등포구,313923336755
20221,요식업,용산구,342989214932
20221,요식업,은평구,257036845636
20221,요식업,종로구,224943141947
20221,요식업,중구,154453612688
20221,요식업,중랑구,307561196021
20221,서비스업,강남구,627509673019
20221,서비스업,강동구,264355389760
20221,서비스업,강북구,196377036272
20221,서비스업,강서구,335128155414
20221,서비스업,관악구,327331148621
20221,서비스업,광진구,225752702180
20221,서비스업,구로구,182786492215
20221,서비스업,금천구,155591289546
20221,서비스업,노원구,117829229667
20221,서비스업,도봉구,122462252633
20221,서비스업,동대문구,187929026278
20221,서비스업,동작구,237924774344
20221,서비스업,마포구,241399349779
20221,서비스업,서대문구,161430766846
20221,서비스업,서초구,243963462465
20221,서비스업,성동구,126795000098
20221,서비스업,성북구,238851474378
20221,서비스업,송파구,353715120772
20221,서비스업,양천구,226294868824
20221,서비스업,영등포구,214763372565
20221,서비스업,용산구,107557612777
20221,서비스업,은평구,255742414307
20221,서비스업,종로구,64371160454
20221,서비스업,중구,62907304355
20221,서비스업,중랑구,247280161502
20221,판매업,강남구,1236081103047
20221,판매업,강동구,603488759686
20221,판매업,강북구,479866724673
20221,판매업,강서구,703069786111
20221,판매업,관악구,690226540113
20221,판매업,광진구,597813980661
20221,판매업,구로구,538941119075
20221,판매업,금천구,1080917203541
20221,판매업,노원구,248936395384
20221,판매업,도봉구,366126080553
20221,판매업,동대문구,1139340650767
20221,판매업,동작구,460054133263
20221,판매업,마포구,606491729685
20221,판매업,서대문구,399343880895
20221,판매업,서초구,511495378399
20221,판매업,성동구,429145863289
20221,판매업,성북구,403045936775
20221,판매업,송파구,728820513353
20221,판매업,양천구,348408381838
20221,판매업,영등포구,1115808560120
20221,판매업,용산구,770900036963
20221,판매업,은평구,532967316129
20221,판매업,종로구,331770364773
20221,판매업,중구,305714909138
20221,판매업,중랑구,712794736647
20222,요식업,강남구,824218185050
20222,요식업,강동구,384985437265
20222,요식업,강북구,313894019010
20222,요식업,강서구,422980520867
20222,요식업,관악구,471111822101
20222,요식업,광진구,395107445081
20222,요식업,구로구,258180670313
20222,요식업,금천구,217861948442
20222,요식업,노원구,261617929799
20222,요식업,도봉구,158162567533
20222,요식업,동대문구,362237523094
20222,요식업,동작구,311876075621
20222,요식업,마포구,547004486876
20222,요식업,서대문구,330467905192
20222,요식업,서초구,348116131596
20222,요식업,성동구,303088368806
20222,요식업,성북구,379349899751
20222,요식업,송파구,462396559797
20222,요식업,양천구,221225871541
20222,요식업,영등포구,434770092512
20222,요식업,용산구,554623787915
20222,요식업,은평구,346997930089
20222,요식업,종로구,328355423543
20222,요식업,중구,212243148211
20222,요식업,중랑구,421870852719
20222,서비스업,강남구,641842492986
20222,서비스업,강동구,296431774222
20222,서비스업,강북구,224961628516
20222,서비스업,강서구,381052225679
20222,서비스업,관악구,377406281972
20222,서비스업,광진구,271401673109
20222,서비스업,구로구,207693291402
20222,서비스업,금천구,179599663853
20222,서비스업,노원구,137405035594
20222,서비스업,도봉구,142339919150
20222,서비스업,동대문구,214088730669
20222,서비스업,동작구,261989925588
20222,서비스업,마포구,272927193916
20222,서비스업,서대문구,181782757114
20222,서비스업,서초구,273175686884
20222,서비스업,성동구,151016365357
20222,서비스업,성북구,284797530708
20222,서비스업,송파구,393451402588
20222,서비스업,양천구,266404508366
20222,서비스업,영등포구,250387017330
20222,서비스업,용산구,117743399657
20222,서비스업,은평구,291327555397
20222,서비스업,종로구,71706570769
20222,서비스업,중구,71751936505
20222,서비스업,중랑구,285707144284
20222,판매업,강남구,1251407361566
20222,판매업,강동구,623032090642
20222,판매업,강북구,512732173475
20222,판매업,강서구,700139093404
20222,판매업,관악구,735460325750
20222,판매업,광진구,613952238471
20222,판매업,구로구,542822094656
20222,판매업,금천구,944565583891
20222,판매업,노원구,239512682999
20222,판매업,도봉구,364931292395
20222,판매업,동대문구,1180660816387
20222,판매업,동작구,462434483503
20222,판매업,마포구,659273662341
20222,판매업,서대문구,422217541363
20222,판매업,서초구,528252109039
20222,판매업,성동구,450248373965
20222,판매업,성북구,429421664262
20222,판매업,송파구,754690457401
20222,판매업,양천구,366966472053
20222,판매업,영등포구,1130893108767
20222,판매업,용산구,696689148303
20222,판매업,은평구,546968030710
20222,판매업,종로구,405428508785
20222,판매업,중구,329559915634
20222,판매업,중랑구,742110131977
20223,요식업,강남구,848509135799
20223,요식업,강동구,396703764608
20223,요식업,강북구,315245153866
20223,요식업,강서구,425586260173
20223,요식업,관악구,480212300411
20223,요식업,광진구,394424215792
20223,요식업,구로구,265348545567
20223,요식업,금천구,222129576320
20223,요식업,노원구,261611731542
20223,요식업,도봉구,163110636009
20223,요식업,동대문구,362049796846
20223,요식업,동작구,312004320956
20223,요식업,마포구,551009606331
20223,요식업,서대문구,329035934748
20223,요식업,서초구,339406950687
20223,요식업,성동구,296384385296
20223,요식업,성북구,377840981885
20223,요식업,송파구,461129288808
20223,요식업,양천구,224202830437
20223,요식업,영등포구,439310619180
20223,요식업,용산구,547625406414
20223,요식업,은평구,351292597998
20223,요식업,종로구,314260068362
20223,요식업,중구,212256162543
20223,요식업,중랑구,420612328003
20223,서비스업,강남구,674873386539
20223,서비스업,강동구,297150355389
20223,서비스업,강북구,227883173487
20223,서비스업,강서구,378376364034
20223,서비스업,관악구,376645969175
20223,서비스업,광진구,271514257160
20223,서비스업,구로구,208948445398
20223,서비스업,금천구,194182526785
20223,서비스업,노원구,132366090699
20223,서비스업,도봉구,146747140438
20223,서비스업,동대문구,217650928393
20223,서비스업,동작구,274096114976
20223,서비스업,마포구,287149789632
20223,서비스업,서대문구,194319320736
20223,서비스업,서초구,277797999122
20223,서비스업,성동구,155041886332
20223,서비스업,성북구,286498546990
20223,서비스업,송파구,399989447098
20223,서비스업,양천구,272776244846
20223,서비스업,영등포구,249093887180
20223,서비스업,용산구,117397361080
20223,서비스업,은평구,298201879723
20223,서비스업,종로구,68751494019
20223,서비스업,중구,74323519943
20223,서비스업,중랑구,285923644358
20223,판매업,강남구,1233469995791
20223,판매업,강동구,642394311833
20223,판매업,강북구,532687493050
20223,판매업,강서구,723864385260
20223,판매업,관악구,722112667601
20223,판매업,광진구,612166375349
20223,판매업,구로구,577488669965
20223,판매업,금천구,1061120164929
20223,판매업,노원구,252241276029
20223,판매업,도봉구,373913072528
20223,판매업,동대문구,1279120018820
20223,판매업,동작구,471947499222
20223,판매업,마포구,681749915775
20223,판매업,서대문구,432751111759
20223,판매업,서초구,535307055930
20223,판매업,성동구,447903298111
20223,판매업,성북구,442312219675
20223,판매업,송파구,725413954191
20223,판매업,양천구,381463538272
20223,판매업,영등포구,1215859326820
20223,판매업,용산구,741980814014
20223,판매업,은평구,547733630180
20223,판매업,종로구,381179593776
20223,판매업,중구,330119970304
20223,판매업,중랑구,749555702151
20224,요식업,강남구,905377748813
20224,요식업,강동구,409223191206
20224,요식업,강북구,330459756165
20224,요식업,강서구,446839637405
20224,요식업,관악구,510754302477
20224,요식업,광진구,423498017400
20224,요식업,구로구,279744429603
20224,요식업,금천구,236530466614
20224,요식업,노원구,279441656633
20224,요식업,도봉구,169239364812
20224,요식업,동대문구,391826528996
20224,요식업,동작구,339610977701
20224,요식업,마포구,598571924586
20224,요식업,서대문구,359946163507
20224,요식업,서초구,369390127668
20224,요식업,성동구,328907383077
20224,요식업,성북구,407804009494
20224,요식업,송파구,501221663709
20224,요식업,양천구,227308532829
20224,요식업,영등포구,469522659196
20224,요식업,용산구,522434152509
20224,요식업,은평구,368301571096
20224,요식업,종로구,353478407362
20224,요식업,중구,230164311915
20224,요식업,중랑구,443496776914
20224,서비스업,강남구,661116983256
20224,서비스업,강동구,305365062605
20224,서비스업,강북구,233440639909
20224,서비스업,강서구,392876958862
20224,서비스업,관악구,385103900872
20224,서비스업,광진구,281199581544
20224,서비스업,구로구,222144395307
20224,서비스업,금천구,196941540289
20224,서비스업,노원구,141382196678
20224,서비스업,도봉구,152596208835
20224,서비스업,동대문구,222875586987
20224,서비스업,동작구,281635902324
20224,서비스업,마포구,289689720362
20224,서비스업,서대문구,199784109683
20224,서비스업,서초구,282661580451
20224,서비스업,성동구,162289311327
20224,서비스업,성북구,293194050314
20224,서비스업,송파구,426666843213
20224,서비스업,양천구,273124091498
20224,서비스업,영등포구,258595274963
20224,서비스업,용산구,120587813109
20224,서비스업,은평구,302853956833
20224,서비스업,종로구,72295123151
20224,서비스업,중구,74007721146
20224,서비스업,중랑구,299324291225
20224,판매업,강남구,1353642390194
20224,판매업,강동구,656079137803
20224,판매업,강북구,549679515568
20224,판매업,강서구,748902361044
20224,판매업,관악구,759460248778
20224,판매업,광진구,631380291620
20224,판매업,구로구,606425680650
20224,판매업,금천구,1070997468511
20224,판매업,노원구,264039038236
20224,판매업,도봉구,387751001290
20224,판매업,동대문구,1276510641491
20224,판매업,동작구,471437108941
20224,판매업,마포구,694535423963
20224,판매업,서대문구,462567408215
20224,판매업,서초구,517715021320
20224,판매업,성동구,551265939175
20224,판매업,성북구,461634061389
20224,판매업,송파구,756067982165
20224,판매업,양천구,389671877490
20224,판매업,영등포구,1141822865516
20224,판매업,용산구,728041760961
20224,판매업,은평구,555001239333
20224,판매업,종로구,462560731309
20224,판매업,중구,353461531587
20224,판매업,중랑구,753467885528
20231,요식업,강남구,883404177414
20231,요식업,강동구,396014701083
20231,요식업,강북구,313540574546
20231,요식업,강서구,433169350183
20231,요식업,관악구,489638831577
20231,요식업,광진구,403457242284
20231,요식업,구로구,276408167665
20231,요식업,금천구,227923722133
20231,요식업,노원구,265988709927
20231,요식업,도봉구,167255134353
20231,요식업,동대문구,369290856253
20231,요식업,동작구,323414123542
20231,요식업,마포구,563667505494
20231,요식업,서대문구,337839520116
20231,요식업,서초구,354722424756
20231,요식업,성동구,310406132049
20231,요식업,성북구,378543400245
20231,요식업,송파구,481839286033
20231,요식업,양천구,223575777346
20231,요식업,영등포구,457076643061
20231,요식업,용산구,478216633583
20231,요식업,은평구,363195025624
20231,요식업,종로구,321589313784
20231,요식업,중구,216609378030
20231,요식업,중랑구,428080225038
20231,서비스업,강남구,721064444861
20231,서비스업,강동구,310812688892
20231,서비스업,강북구,239460030719
20231,서비스업,강서구,399008492648
20231,서비스업,관악구,389644512441
20231,서비스업,광진구,276911721956
20231,서비스업,구로구,223616649251
20231,서비스업,금천구,192725426570
20231,서비스업,노원구,136108837002
20231,서비스업,도봉구,150870856454
20231,서비스업,동대문구,223684601320
20231,서비스업,동작구,282418473723
20231,서비스업,마포구,281174177258
20231,서비스업,서대문구,202767082352
20231,서비스업,서초구,300160921753
20231,서비스업,성동구,159108535987
20231,서비스업,성북구,292962774078
20231,서비스업,송파구,429711534680
20231,서비스업,양천구,277642071256
20231,서비스업,영등포구,259032860007
20231,서비스업,용산구,117452633458
20231,서비스업,은평구,305994637956
20231,서비스업,종로구,74781156715
20231,서비스업,중구,78614115758
20231,서비스업,중랑구,293786363096
20231,판매업,강남구,1175858905932
20231,판매업,강동구,613679346203
20231,판매업,강북구,509033501135
20231,판매업,강서구,754770744233
20231,판매업,관악구,713678452555
20231,판매업,광진구,611444686367
20231,판매업,구로구,559174951316
20231,판매업,금천구,1064498233889
20231,판매업,노원구,266964581485
20231,판매업,도봉구,367665592247
20231,판매업,동대문구,1279570474523
20231,판매업,동작구,478471460219
20231,판매업,마포구,646559292352
20231,판매업,서대문구,446873026309
20231,판매업,서초구,534646729728
20231,판매업,성동구,545301964241
20231,판매업,성북구,445182268152
20231,판매업,송파구,728909463860
20231,판매업,양천구,371050342246
20231,판매업,영등포구,1163646717481
20231,판매업,용산구,656738798165
20231,판매업,은평구,551732038469
20231,판매업,종로구,394598374907
20231,판매업,중구,342869037848
20231,판매업,중랑구,745673750495
20232,요식업,강남구,871648888618
20232,요식업,강동구,420174151294
20232,요식업,강북구,336295563462
20232,요식업,강서구,458516172367
20232,요식업,관악구,515701536650
20232,요식업,광진구,431904145430
20232,요식업,구로구,293338586589
20232,요식업,금천구,239808548692
20232,요식업,노원구,289442375523
20232,요식업,도봉구,185038789400
20232,요식업,동대문구,405648161568
20232,요식업,동작구,347630823600
20232,요식업,마포구,585541657536
20232,요식업,서대문구,363403220279
20232,요식업,서초구,368055171009
20232,요식업,성동구,325552814097
20232,요식업,성북구,418195689760
20232,요식업,송파구,507773976321
20232,요식업,양천구,241860350522
20232,요식업,영등포구,478168183649
20232,요식업,용산구,529622946884
20232,요식업,은평구,388302838576
20232,요식업,종로구,351143314172
20232,요식업,중구,237561730743
20232,요식업,중랑구,472292038029
20232,서비스업,강남구,702023858808
20232,서비스업,강동구,325654561955
20232,서비스업,강북구,243773597242
20232,서비스업,강서구,413720904305
20232,서비스업,관악구,409140176245
20232,서비스업,광진구,295808123293
20232,서비스업,구로구,242257762379
20232,서비스업,금천구,204309792782
20232,서비스업,노원구,148664231528
20232,서비스업,도봉구,155547704374
20232,서비스업,동대문구,239338572376
20232,서비스업,동작구,293559327269
20232,서비스업,마포구,298298335249
20232,서비스업,서대문구,213287601473
20232,서비스업,서초구,315597263175
20232,서비스업,성동구,170114788858
20232,서비스업,성북구,311093916386
20232,서비스업,송파구,442555843536
20232,서비스업,양천구,281229498253
20232,서비스업,영등포구,267570154114
20232,서비스업,용산구,115228315333
20232,서비스업,은평구,313065825479
20232,서비스업,종로구,80406458031
20232,서비스업,중구,82041768373
20232,서비스업,중랑구,305895508051
20232,판매업,강남구,1192157643306
20232,판매업,강동구,631666870772
20232,판매업,강북구,532865415224
20232,판매업,강서구,755430319042
20232,판매업,관악구,730769792345
20232,판매업,광진구,643390849578
20232,판매업,구로구,600123855704
20232,판매업,금천구,934021498465
20232,판매업,노원구,276905026351
20232,판매업,도봉구,378806986210
20232,판매업,동대문구,1357841053065
20232,판매업,동작구,506007430423
20232,판매업,마포구,667610186982
20232,판매업,서대문구,486763059027
20232,판매업,서초구,560553153609
20232,판매업,성동구,543853752867
20232,판매업,성북구,461871518921
20232,판매업,송파구,769212217373
20232,판매업,양천구,391347473060
20232,판매업,영등포구,1149073490077
20232,판매업,용산구,740121592416
20232,판매업,은평구,591644962665
20232,판매업,종로구,425045807478
20232,판매업,중구,352990231838
20232,판매업,중랑구,805692760681
20233,요식업,강남구,854789883017
20233,요식업,강동구,419344395521
20233,요식업,강북구,333451359139
20233,요식업,강서구,454430568805
20233,요식업,관악구,492729513697
20233,요식업,광진구,412169822890
20233,요식업,구로구,288257952142
20233,요식업,금천구,234232991513
20233,요식업,노원구,280760997424
20233,요식업,도봉구,184595265157
20233,요식업,동대문구,376860705715
20233,요식업,동작구,337062250685
20233,요식업,마포구,568356306060
20233,요식업,서대문구,347630670380
20233,요식업,서초구,351100566816
20233,요식업,성동구,314064712771
20233,요식업,성북구,392204949596
20233,요식업,송파구,478633459154
20233,요식업,양천구,237923501502
20233,요식업,영등포구,468460810686
20233,요식업,용산구,509177465874
20233,요식업,은평구,381517767347
20233,요식업,종로구,321745687943
20233,요식업,중구,226492824495
20233,요식업,중랑구,455318590759
20233,서비스업,강남구,732715251561
20233,서비스업,강동구,313974314374
20233,서비스업,강북구,241901072918
20233,서비스업,강서구,400792837241
20233,서비스업,관악구,393860230293
20233,서비스업,광진구,292478161988
20233,서비스업,구로구,239102112562
20233,서비스업,금천구,199556542165
20233,서비스업,노원구,154595780831
20233,서비스업,도봉구,157332609876
20233,서비스업,동대문구,237229230133
20233,서비스업,동작구,286735517148
20233,서비스업,마포구,307978554867
20233,서비스업,서대문구,221061726114
20233,서비스업,서초구,304794833217
20233,서비스업,성동구,160110470681
20233,서비스업,성북구,304536211506
20233,서비스업,송파구,438600991799
20233,서비스업,양천구,282988081007
20233,서비스업,영등포구,263699003920
20233,서비스업,용산구,115069536740
20233,서비스업,은평구,310277884348
20233,서비스업,종로구,77334831811
20233,서비스업,중구,81484153114
20233,서비스업,중랑구,309637583243
20233,판매업,강남구,1201903264614
20233,판매업,강동구,627349745257
20233,판매업,강북구,544762888394
20233,판매업,강서구,757339289814
20233,판매업,관악구,682832646838
20233,판매업,광진구,646099470280
20233,판매업,구로구,591400215160
20233,판매업,금천구,1072248051330
20233,판매업,노원구,276102193299
20233,판매업,도봉구,380848235326
20233,판매업,동대문구,1395716396623
20233,판매업,동작구,497980385368
20233,판매업,마포구,699634182307
20233,판매업,서대문구,526894902722
20233,판매업,서초구,520993763897
20233,판매업,성동구,539068785183
20233,판매업,성북구,446797022651
20233,판매업,송파구,746179585720
20233,판매업,양천구,397572804914
20233,판매업,영등포구,1185831800534
20233,판매업,용산구,719979342381
20233,판매업,은평구,589802609380
20233,판매업,종로구,382053307729
20233,판매업,중구,357980872970
20233,판매업,중랑구,722672807625
20234,요식업,강남구,854469303210
20234,요식업,강동구,395211822218
20234,요식업,강북구,326187054453
20234,요식업,강서구,441483168586
20234,요식업,관악구,484797237502
20234,요식업,광진구,410815665065
20234,요식업,구로구,283027146221
20234,요식업,금천구,224862956129
20234,요식업,노원구,277814996866
20234,요식업,도봉구,175889547822
20234,요식업,동대문구,378083468487
20234,요식업,동작구,339765778841
20234,요식업,마포구,577732874244
20234,요식업,서대문구,347085806845
20234,요식업,서초구,359826995629
20234,요식업,성동구,320515240602
20234,요식업,성북구,396792296820
20234,요식업,송파구,476305609058
20234,요식업,양천구,226533210414
20234,요식업,영등포구,461641686271
20234,요식업,용산구,519973696565
20234,요식업,은평구,366737786922
20234,요식업,종로구,345568558549
20234,요식업,중구,232386771964
20234,요식업,중랑구,434383193619
20234,서비스업,강남구,713429628490
20234,서비스업,강동구,319149661823
20234,서비스업,강북구,234245426210
20234,서비스업,강서구,422178211850
20234,서비스업,관악구,404737529447
20234,서비스업,광진구,285806537855
20234,서비스업,구로구,247136091110
20234,서비스업,금천구,202505718720
20234,서비스업,노원구,157421721554
20234,서비스업,도봉구,166123711414
20234,서비스업,동대문구,236715466337
20234,서비스업,동작구,292152128758
20234,서비스업,마포구,308768059356
20234,서비스업,서대문구,224733011956
20234,서비스업,서초구,300782217860
20234,서비스업,성동구,167160168036
20234,서비스업,성북구,313416482399
20234,서비스업,송파구,451466272300
20234,서비스업,양천구,279478008476
20234,서비스업,영등포구,272561201831
20234,서비스업,용산구,122014560798
20234,서비스업,은평구,310029432949
20234,서비스업,종로구,81988345621
20234,서비스업,중구,83564877512
20234,서비스업,중랑구,311151920363
20234,판매업,강남구,1307107775659
20234,판매업,강동구,604291303993
20234,판매업,강북구,540960032759
20234,판매업,강서구,749496176677
20234,판매업,관악구,678700155685
20234,판매업,광진구,637370253687
20234,판매업,구로구,623383198833
20234,판매업,금천구,963025533690
20234,판매업,노원구,272287880649
20234,판매업,도봉구,397189555615
20234,판매업,동대문구,1420278937632
20234,판매업,동작구,470023372383
20234,판매업,마포구,679240927396
20234,판매업,서대문구,483728825336
20234,판매업,서초구,528860458413
20234,판매업,성동구,567025171770
20234,판매업,성북구,448100749970
20234,판매업,송파구,755952574031
20234,판매업,양천구,380222309091
20234,판매업,영등포구,1119886731450
20234,판매업,용산구,721567466430
20234,판매업,은평구,569409425477
20234,판매업,종로구,402883204824
20234,판매업,중구,363490683516
20234,판매업,중랑구,706008626361
